speed_rpm,omega_e_rad_s,target_torque_nm,vmax_v,imax_a,id_zero_id_a,id_zero_iq_a,id_zero_torque_nm,id_zero_current_a,id_zero_voltage_v,id_zero_voltage_margin_v,id_zero_current_margin_a,id_zero_copper_loss_w,id_zero_feasible,min_current_target_id_a,min_current_target_iq_a,min_current_target_torque_nm,min_current_target_current_a,min_current_target_voltage_v,min_current_target_voltage_margin_v,min_current_target_current_margin_a,min_current_target_copper_loss_w,min_current_target_feasible,max_feasible_torque_id_a,max_feasible_torque_iq_a,max_feasible_torque_torque_nm,max_feasible_torque_current_a,max_feasible_torque_voltage_v,max_feasible_torque_voltage_margin_v,max_feasible_torque_current_margin_a,max_feasible_torque_copper_loss_w,max_feasible_torque_feasible
2500.0,1047.1975511965977,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,87.23003386704998,120.61606304121533,0.08462915787379188,3546.6899999999987,True
2750.0,1151.9173063162573,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,95.17296450738792,112.67313240087739,0.08462915787379188,3546.6899999999987,True
3000.0,1256.6370614359173,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,103.1178262974811,104.72827061078421,0.08462915787379188,3546.6899999999987,True
3250.0,1361.356816555577,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,111.06420480976563,96.78189209849968,0.08462915787379188,3546.6899999999987,True
3500.0,1466.0765716752367,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,119.01179623150288,88.83430067676242,0.08462915787379188,3546.6899999999987,True
3750.0,1570.7963267948967,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,126.96037278216811,80.8857241260972,0.08462915787379188,3546.6899999999987,True
4000.0,1675.5160819145563,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,134.90976033719923,72.93633657106608,0.08462915787379188,3546.6899999999987,True
4250.0,1780.235837034216,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,142.8598235124526,64.9862733958127,0.08462915787379188,3546.6899999999987,True
4500.0,1884.955592153876,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,150.81045546079622,57.03564144746909,0.08462915787379188,3546.6899999999987,True
4750.0,1989.6753472735356,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,158.7615707313694,49.084526176895906,0.08462915787379188,3546.6899999999987,True
5000.0,2094.3951023931954,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,166.71310017033915,41.13299673792616,0.08462915787379188,3546.6899999999987,True
5250.0,2199.114857512855,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,174.6649872133353,33.18110969493,0.08462915787379188,3546.6899999999987,True
5500.0,2303.8346126325146,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,182.6171851458092,25.228911762456107,0.08462915787379188,3546.6899999999987,True
